customer_id,first_name,last_name,email,created_at
f60352b5-5a6c-4917-85f0-ed1e01fca875,User_0,LastName_0,,2026-01-18 00:12:11.866671
044aca89-94ca-426e-90b3-be944bba4010,User_1,LastName_1,user_1@example.com,2025-11-05 00:12:11.866756
ce27fc43-6710-4942-b6c4-c3ecbc4ed01c,User_2,LastName_2,user_2@example.com,2026-01-10 00:12:11.866775
86bd440b-3d85-45d9-97a7-a8df00d1a705,User_3,LastName_3,user_3@example.com,2025-12-07 00:12:11.866788
6235ec64-ceef-4034-9847-95c518ad8c11,User_4,LastName_4,user_4@example.com,2026-07-09 00:12:11.866799
af4f3215-9ab1-43ac-b4ab-eae348db62cb,User_5,LastName_5,user_5@example.com,2026-06-18 00:12:11.866810
b72dbe6a-7fe1-4397-a650-b92ca80cb7ee,User_6,LastName_6,user_6@example.com,2025-12-03 00:12:11.866818
cc2581dd-c60f-4474-be52-929f908ad6c7,User_7,LastName_7,user_7@example.com,2026-03-10 00:12:11.866827
c2237934-c563-4ee9-9dc2-58646b45d1bb,User_8,LastName_8,user_8@example.com,2026-02-10 00:12:11.866837
7261da5f-0cca-46c8-ad95-1a21511c0816,User_9,LastName_9,user_9@example.com,2025-07-31 00:12:11.866845
a0452ad3-09ca-44d9-847d-b7a3e86640e9,User_10,LastName_10,user_10@example.com,2025-11-10 00:12:11.866854
7fc69d81-68e6-4957-a64d-ef2723221fb4,User_11,LastName_11,user_11@example.com,2026-01-26 00:12:11.866864
1a4e9a8e-4e70-45d5-aaf5-76c09c021e20,User_12,LastName_12,user_12@example.com,2025-10-12 00:12:11.866873
05b5b3ad-87d5-4014-83b8-fa30408052ff,User_13,LastName_13,user_13@example.com,2026-02-03 00:12:11.866881
765dc4f4-7edf-4f95-a51b-c5925f8f1615,User_14,LastName_14,user_14@example.com,2026-03-09 00:12:11.866888
bb3e6e5d-3dcf-4837-b0b7-cb1129a5a3ce,User_15,LastName_15,user_15@example.com,2025-08-13 00:12:11.866896
9ce9bd0f-f8cd-4280-a162-a0280c6bdeea,User_16,LastName_16,user_16@example.com,2025-11-08 00:12:11.866910
e67902aa-9ceb-4e64-8858-d7a03d3b89bb,User_17,LastName_17,user_17@example.com,2026-04-23 00:12:11.866918
9fd50f1d-9a10-452a-b6db-98f2ab694854,User_18,LastName_18,user_18@example.com,2025-11-28 00:12:11.866924
019a16b2-b034-453d-aa96-3fa51816a91c,User_19,LastName_19,user_19@example.com,2025-08-18 00:12:11.866936
dd85ea1e-adf1-4307-9760-f1c309508316,User_20,LastName_20,user_20@example.com,2025-10-24 00:12:11.866946
febb3a6a-ddcd-4057-a30f-fc8caab2025a,User_21,LastName_21,user_21@example.com,2026-04-26 00:12:11.866952
3a5b516c-ca1a-4470-b154-fc5a40fe8e00,User_22,LastName_22,user_22@example.com,2025-07-31 00:12:11.866958
a3e8380e-dfc2-4596-bcdd-938334c06d04,User_23,LastName_23,user_23@example.com,2025-11-05 00:12:11.866969
2764003d-e768-4440-86b1-a087968fd57e,User_24,LastName_24,user_24@example.com,2026-02-11 00:12:11.866979
0fb95300-d396-4c73-9920-ea06c74d1229,User_25,LastName_25,user_25@example.com,2025-12-16 00:12:11.866986
78b14d77-4179-457e-9f46-158901957437,User_26,LastName_26,user_26@example.com,2026-02-08 00:12:11.866994
081efec7-d881-4590-aaaa-e58fdf9a710e,User_27,LastName_27,user_27@example.com,2026-05-11 00:12:11.867001
bb2ea740-cb2e-4073-ab36-f0a2362cb001,User_28,LastName_28,user_28@example.com,2026-02-15 00:12:11.867007
b9cab124-6a32-49bb-af28-95be4c76ba1a,User_29,LastName_29,user_29@example.com,2025-12-31 00:12:11.867013
43c620b6-7c51-44e6-a387-1bbea2d157b4,User_30,LastName_30,user_30@example.com,2025-08-26 00:12:11.867019
118c3210-32f4-443a-8e19-429185c4ca8e,User_31,LastName_31,user_31@example.com,2026-02-15 00:12:11.867025
7eccec0c-ec3f-4d77-8287-77ac2cb5d805,User_32,LastName_32,user_32@example.com,2026-05-01 00:12:11.867032
0f3616a9-9fa6-44b2-b73b-6bf45232f790,User_33,LastName_33,user_33@example.com,2025-10-02 00:12:11.867038
b15ff5b1-da86-4018-aed6-b7e329b00085,User_34,LastName_34,user_34@example.com,2025-12-09 00:12:11.867044
d3cbecab-f89e-4659-bc7f-eb79a225aa97,User_35,LastName_35,user_35@example.com,2025-08-31 00:12:11.867050
45ec415c-3768-4940-94e8-b8bc3e09e1cb,User_36,LastName_36,user_36@example.com,2025-11-27 00:12:11.867057
3fbd7c68-0df0-4665-b8b0-c69818bbb919,User_37,LastName_37,user_37@example.com,2025-10-26 00:12:11.867063
764b7a28-0ff1-41a5-b8ee-84581e0bfb06,User_38,LastName_38,user_38@example.com,2026-03-03 00:12:11.867069
052a4dda-c1b7-4147-87e4-09b1ca2e6279,User_39,LastName_39,user_39@example.com,2026-01-23 00:12:11.867076
98e35e27-b87f-4813-86b3-32251d96d363,User_40,LastName_40,user_40@example.com,2025-11-21 00:12:11.867083
2fcf8021-c557-443c-8700-4dca6dbf4998,User_41,LastName_41,user_41@example.com,2026-02-27 00:12:11.867092
87705a96-ca95-4be1-8c55-0d4389a738f6,User_42,LastName_42,user_42@example.com,2025-12-30 00:12:11.867099
b4932cef-45df-457c-b5f7-1127e9c1739c,User_43,LastName_43,user_43@example.com,2025-12-11 00:12:11.867106
128d9622-4d51-4ca5-8b7a-a9e59327c176,User_44,LastName_44,user_44@example.com,2025-11-14 00:12:11.867112
83d77c02-594b-4c85-b144-9fcb9e31f07d,User_45,LastName_45,,2026-02-26 00:12:11.867119
288ef514-7323-4786-881b-e39c27f137e1,User_46,LastName_46,user_46@example.com,2026-04-24 00:12:11.867125
8c3c51a7-2c3f-4df3-b139-05052ae94d41,User_47,LastName_47,user_47@example.com,2026-07-01 00:12:11.867132
1ac88f97-b962-4ead-8c06-34a0a9cec55f,User_48,LastName_48,user_48@example.com,2025-10-21 00:12:11.867138
76982b81-4302-4e86-9db6-092555fce10b,User_49,LastName_49,user_49@example.com,2026-07-01 00:12:11.867145
5c4c5502-d4c5-4d5c-82e5-fc245244f4e0,User_50,LastName_50,user_50@example.com,2026-03-06 00:12:11.867151
a50f68cc-481c-4bfb-b876-ec7b500afe2d,User_51,LastName_51,user_51@example.com,2025-08-13 00:12:11.867157
9b5b7eea-609d-4b51-becd-4572feeff9fb,User_52,LastName_52,user_52@example.com,2025-08-15 00:12:11.867166
e32304b4-a640-4691-99da-c54178463c48,User_53,LastName_53,user_53@example.com,2026-06-22 00:12:11.867173
9511016e-e1cd-44b1-8e12-098f43880254,User_54,LastName_54,user_54@example.com,2025-12-15 00:12:11.867179
6ba094b4-8f14-423f-b2f2-beb2077dd412,User_55,LastName_55,user_55@example.com,2026-03-25 00:12:11.867186
66b92c58-446a-433c-a072-a38f1326c1b0,User_56,LastName_56,user_56@example.com,2025-08-01 00:12:11.867193
6a24a25a-3f79-4a6b-a1c0-eb6cba971877,User_57,LastName_57,user_57@example.com,2025-08-19 00:12:11.867200
ae0c09dc-bc0e-43c4-b51d-ca0b60d46b6e,User_58,LastName_58,user_58@example.com,2025-07-22 00:12:11.867211
b7e3e368-642b-418e-ba51-7296f143f5e8,User_59,LastName_59,user_59@example.com,2025-12-19 00:12:11.867217
3de9b4a3-6bce-435b-97d4-cea5535bc4db,User_60,LastName_60,user_60@example.com,2025-08-06 00:12:11.867224
210dc130-e6cb-47ec-89bb-960fe092952a,User_61,LastName_61,user_61@example.com,2026-02-04 00:12:11.867230
16f2c14f-caec-4563-b5cf-6e3a5b5380e7,User_62,LastName_62,user_62@example.com,2026-07-15 00:12:11.867239
270b1371-b9bb-4c0b-9039-405a14c8740e,User_63,LastName_63,user_63@example.com,2026-01-29 00:12:11.867245
